bangla_text,reaction
আমার কলিজা  মাসের পেগনেন্ট সবাই দোয়া করবেন যেনো আমার সন্তান ইউসুফ নবীর মত হয়,Positive
সালে যারা যারা দেখতেছেন তাদের জন্য রইলো শুভ কামনা রইলো সবাই মনোযোগ দিয়ে দেখবেন আমাদের পুর্ব পুরুষেরা কত কষ্ট করে আল্লাহর ইবাদত করেছেন,Positive
আমিন দোয়া করি আপনার একটি পুত্র সন্তান দান করেন আমিন,Positive
আমার জন্য  সবাই দোয়া করবেন একটু আল্লাহ  যেন আমাকে  একটি নেক সন্তান দান করে,Positive
আমার কাছে ইউসুফ জুলেখার  কাহিনি অনেক ভালো লাগে,Positive
এগুলো দেখে আামাদের ইমাম আনা দরকার আল্লাহপাক তুমি আমাদের ইমাম আনার তৌফিক দান করো,Positive
আল্লাহ ছাড়া কোন ইলাহা নাই,Positive
আমি ভগ্যবান আমি মুসলিম,Positive
এই পর্বটা দেখে চোখের পানি ধরে রাখতে পারলাম না,Positive
আল্লাহ  আমাদের সবাইকে হেদায়েত দান করুক আমিন,Positive
আমি মাসের গর্বভতি এটি আমার ম মেয়ে সন্তান  তারিখ আমার ডেলিভারি ডেট সবাই আমার ওনাগত মেয়ের জন্য দোয়া করবেন,Positive
আল্লাহ তালা ছারা আামাদের কিছু না,Positive
ওয়াক্ত নামাজ কায়েম করবেন বাধ্যতামূলক ইনশাআল্লাহ নামাজের দাওয়াত দিলাম  আলহামদুলিল্লাহ আল্লাহর জন্য নামাজ পড়ি এন্ড  ভালোবাসি আলহামদুলিল্লাহ  কত সুন্দর,Positive
অনেক সুন্দর একটা ভিডিও দেখলাম আবার নতুন করে শুরু করলাম,Positive
